url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,22,9
/mariasfiraiala/SO-exam,18,10
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,14,5
/mariasfiraiala/SO-exam/tree/master/software-stack,13,7
/mariasfiraiala/SO-exam/tree/master/app-interact,13,4
/mariasfiraiala/SO-exam/tree/master/data,12,6
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,11,6
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,10,4
/mariasfiraiala/SO-exam/tree/master,10,4
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,10,3
