url_path,views_total,views_unique
/mariasfiraiala/SO-exam,46,21
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,36,10
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,28,8
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,24,7
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,22,8
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,17,7
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,16,5
/mariasfiraiala/SO-exam/tree/master/io,14,5
/mariasfiraiala/SO-exam/tree/master/compute,12,6
/mariasfiraiala/SO-exam/tree/master/data,11,4
