time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-15 00:00:00+00:00,2.0,2.0,22.0,4.0
2023-11-16 00:00:00+00:00,2.0,2.0,6.0,2.0
2023-11-17 00:00:00+00:00,2.0,2.0,19.0,2.0
2023-11-18 00:00:00+00:00,2.0,2.0,1.0,1.0
2023-11-19 00:00:00+00:00,2.0,2.0,,
2023-11-20 00:00:00+00:00,4.0,4.0,42.0,9.0
2023-11-21 00:00:00+00:00,1.0,1.0,61.0,7.0
2023-11-22 00:00:00+00:00,2.0,2.0,48.0,7.0
2023-11-23 00:00:00+00:00,1.0,1.0,94.0,10.0
2023-11-24 00:00:00+00:00,2.0,2.0,33.0,2.0
2023-11-25 00:00:00+00:00,2.0,2.0,4.0,3.0
2023-11-26 00:00:00+00:00,2.0,2.0,,
2023-11-27 00:00:00+00:00,4.0,4.0,1.0,1.0
2023-11-28 00:00:00+00:00,,,9.0,1.0
