time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-13 00:00:00+00:00,3,3,83,21
2025-12-14 00:00:00+00:00,10,6,194,63
2025-12-15 00:00:00+00:00,10,5,697,172
2025-12-16 00:00:00+00:00,10,6,754,174
2025-12-17 00:00:00+00:00,7,3,121,40
2025-12-18 00:00:00+00:00,2,2,93,37
2025-12-19 00:00:00+00:00,13,9,37,15
2025-12-20 00:00:00+00:00,13,4,15,6
2025-12-21 00:00:00+00:00,15,7,20,7
2025-12-22 00:00:00+00:00,4,4,19,8
2025-12-23 00:00:00+00:00,9,5,13,7
2025-12-24 00:00:00+00:00,15,5,11,4
2025-12-25 00:00:00+00:00,4,2,15,6
2025-12-26 00:00:00+00:00,2,2,10,7
