url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,61,13
/mariasfiraiala/SO-exam,60,22
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,24,6
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,19,5
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,16,6
/mariasfiraiala/SO-exam/tree/master/io,15,4
/mariasfiraiala/SO-exam/tree/master/software-stack,13,6
/mariasfiraiala/SO-exam/tree/master/compute,11,4
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,9,5
/mariasfiraiala/SO-exam/tree/master/app-interact,8,5
