time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-12 00:00:00+00:00,3,3,40,10
2025-11-13 00:00:00+00:00,4,3,53,12
2025-11-14 00:00:00+00:00,2,2,36,7
2025-11-15 00:00:00+00:00,5,3,36,11
2025-11-16 00:00:00+00:00,3,3,127,31
2025-11-17 00:00:00+00:00,3,3,224,58
2025-11-18 00:00:00+00:00,5,5,193,47
2025-11-19 00:00:00+00:00,2,2,266,64
2025-11-20 00:00:00+00:00,4,4,571,184
2025-11-21 00:00:00+00:00,2,2,284,118
2025-11-22 00:00:00+00:00,4,3,29,19
2025-11-23 00:00:00+00:00,2,2,154,42
2025-11-24 00:00:00+00:00,2,2,133,43
2025-11-25 00:00:00+00:00,1,1,18,10
