url_path,views_total,views_unique
/mariasfiraiala/SO-exam,22,13
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,22,7
/mariasfiraiala/SO-exam/tree/master/software-stack,18,7
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,10,4
/mariasfiraiala/SO-exam/tree/master/data,10,3
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,6,3
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,6,2
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,6,2
/mariasfiraiala/SO-exam/tree/master/compute,4,2
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,4,1
