url_path,views_total,views_unique
/mariasfiraiala/SO-exam,114,68
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,57,25
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,50,25
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,46,25
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,42,24
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,37,18
/mariasfiraiala/SO-exam/tree/master/software-stack,28,20
/mariasfiraiala/SO-exam/tree/master/app-interact,28,18
/mariasfiraiala/SO-exam/tree/master/io,28,17
/mariasfiraiala/SO-exam/tree/master/compute,26,17
