time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-24 00:00:00+00:00,2.0,2.0,133,43
2025-11-25 00:00:00+00:00,3.0,3.0,20,11
2025-11-26 00:00:00+00:00,2.0,2.0,34,11
2025-11-27 00:00:00+00:00,5.0,5.0,27,12
2025-11-28 00:00:00+00:00,4.0,4.0,9,7
2025-11-29 00:00:00+00:00,4.0,4.0,19,10
2025-11-30 00:00:00+00:00,1.0,1.0,7,5
2025-12-01 00:00:00+00:00,34.0,10.0,6,5
2025-12-02 00:00:00+00:00,18.0,6.0,26,6
2025-12-03 00:00:00+00:00,111.0,24.0,16,7
2025-12-04 00:00:00+00:00,13.0,4.0,14,6
2025-12-05 00:00:00+00:00,6.0,6.0,20,7
2025-12-06 00:00:00+00:00,8.0,4.0,47,16
2025-12-07 00:00:00+00:00,,,171,31
