url_path,views_total,views_unique
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,26,7
/mariasfiraiala/SO-exam,22,17
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,19,7
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,15,5
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,13,5
/mariasfiraiala/SO-exam/tree/master/software-stack,11,6
/mariasfiraiala/SO-exam/tree/master/app-interact,11,5
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,10,4
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,10,4
/mariasfiraiala/SO-exam/tree/master,9,2
