time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-03 00:00:00+00:00,,,5.0,1.0
2024-07-08 00:00:00+00:00,,,75.0,7.0
2024-07-09 00:00:00+00:00,,,57.0,2.0
2024-07-10 00:00:00+00:00,2.0,1.0,7.0,3.0
2024-07-11 00:00:00+00:00,,,28.0,4.0
2024-07-12 00:00:00+00:00,,,17.0,1.0
2024-07-13 00:00:00+00:00,1.0,1.0,13.0,3.0
2024-07-14 00:00:00+00:00,,,1.0,1.0
2024-07-15 00:00:00+00:00,4.0,2.0,,
2024-07-16 00:00:00+00:00,,,6.0,2.0
