url_path,views_total,views_unique
/mariasfiraiala/SO-exam,16,12
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,8,5
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,6,4
/mariasfiraiala/SO-exam/tree/master/software-stack,4,3
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,3,2
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,3,2
/mariasfiraiala/SO-exam/tree/master/io,2,2
/mariasfiraiala/SO-exam/tree/master/data,2,1
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,1,1
/mariasfiraiala/SO-exam/commits,1,1
