url_path,views_total,views_unique
/mariasfiraiala/SO-exam,52,29
/mariasfiraiala/SO-exam/blob/master/app-interact/app-interact-q%26a.md,28,6
/mariasfiraiala/SO-exam/tree/master/compute,26,7
/mariasfiraiala/SO-exam/blob/master/compute/compute-q%26a.md,25,7
/mariasfiraiala/SO-exam/blob/master/io/io-q%26a.md,24,5
/mariasfiraiala/SO-exam/blob/master/extra/extra-q%26a.md,23,5
/mariasfiraiala/SO-exam/tree/master/data,22,7
/mariasfiraiala/SO-exam/blob/master/software-stack/software-stack-q%26a.md,21,6
/mariasfiraiala/SO-exam/blob/master/data/data-q%26a.md,20,5
/mariasfiraiala/SO-exam/tree/master/app-interact,16,6
