time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-10 00:00:00+00:00,3.0,3.0,238,19
2024-01-11 00:00:00+00:00,2.0,2.0,47,8
2024-01-12 00:00:00+00:00,3.0,3.0,118,10
2024-01-13 00:00:00+00:00,2.0,2.0,39,5
2024-01-14 00:00:00+00:00,3.0,3.0,93,13
2024-01-15 00:00:00+00:00,4.0,4.0,101,17
2024-01-16 00:00:00+00:00,3.0,3.0,284,28
2024-01-17 00:00:00+00:00,2.0,2.0,194,28
2024-01-18 00:00:00+00:00,2.0,2.0,343,42
2024-01-19 00:00:00+00:00,1.0,1.0,172,21
2024-01-20 00:00:00+00:00,2.0,2.0,130,12
2024-01-21 00:00:00+00:00,3.0,3.0,264,14
2024-01-22 00:00:00+00:00,3.0,3.0,54,9
2024-01-23 00:00:00+00:00,,,69,13
