time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-12 00:00:00+00:00,1.0,1.0,3,1
2024-05-13 00:00:00+00:00,6.0,2.0,66,7
2024-05-14 00:00:00+00:00,5.0,2.0,103,8
2024-05-15 00:00:00+00:00,1.0,1.0,35,6
2024-05-16 00:00:00+00:00,1.0,1.0,18,3
2024-05-17 00:00:00+00:00,1.0,1.0,3,2
2024-05-18 00:00:00+00:00,1.0,1.0,4,1
2024-05-19 00:00:00+00:00,5.0,2.0,7,4
2024-05-20 00:00:00+00:00,1.0,1.0,20,4
2024-05-21 00:00:00+00:00,5.0,2.0,4,2
2024-05-22 00:00:00+00:00,1.0,1.0,5,1
2024-05-23 00:00:00+00:00,1.0,1.0,7,1
2024-05-24 00:00:00+00:00,1.0,1.0,8,5
2024-05-25 00:00:00+00:00,,,15,5
